Date,Open,High,Low,Close,Volume
2017-01-01 00:00:00,112706.0,113060.0,112711.0,113001.0,0
2017-01-01 01:00:00,113001.0,113075.0,112645.0,112705.0,0
2017-01-01 02:00:00,112705.0,112792.0,112574.0,112635.0,0
2017-01-01 03:00:00,112635.0,112661.0,112575.0,112599.06,0
2017-01-01 04:00:00,112599.06,112644.0,112536.0,112608.0,0
2017-01-01 05:00:00,112608.0,112615.0,112526.0,112615.0,0
2017-01-01 06:00:00,112615.0,112701.73,112544.0,112701.73,0
2017-01-01 07:00:00,112701.73,113221.02,112695.0,112863.0,0
2017-01-01 08:00:00,112863.0,112924.0,112802.0,112890.0,0
2017-01-01 09:00:00,112890.0,113045.0,112881.0,112987.0,0
2017-01-01 10:00:00,112987.0,114879.0,112988.0,114787.0,0
2017-01-01 11:00:00,114787.0,114981.0,113230.0,114602.0,0
2017-01-01 12:00:00,114602.0,114603.15,113742.0,113953.0,0
2017-01-01 13:00:00,113953.0,114252.0,113953.0,114249.0,0
2017-01-01 14:00:00,114249.0,114752.0,114166.0,114694.0,0
2017-01-01 15:00:00,114694.0,114909.0,114615.0,114859.75,0
2017-01-01 16:00:00,114859.75,116488.0,114607.0,116156.0,0
2017-01-01 17:00:00,116156.0,116259.0,115756.0,116143.0,0
2017-01-01 18:00:00,116143.0,116756.0,116143.0,116756.0,0
2017-01-01 19:00:00,116756.0,116890.0,116694.0,116806.4,0
2017-01-01 20:00:00,116806.4,117190.0,116806.4,117190.0,0
2017-01-01 21:00:00,117190.0,117336.0,117162.0,117274.0,0
2017-01-01 22:00:00,117274.0,117424.0,117268.0,117375.0,0
2017-01-01 23:00:00,117375.0,117441.0,116892.2,117055.38,0
2017-01-02 00:00:00,117055.38,117171.0,116691.0,116935.0,0
2017-01-02 01:00:00,116935.0,116935.0,116678.0,116837.0,0
2017-01-02 02:00:00,116837.0,117704.58,116819.5,117704.58,0
2017-01-02 03:00:00,117704.58,118516.0,117409.0,118384.0,0
2017-01-02 04:00:00,118384.0,118354.0,117945.0,118354.0,0
2017-01-02 05:00:00,118354.0,118538.0,118236.0,118250.0,0
2017-01-02 06:00:00,118250.0,118519.99,118280.0,118501.0,0
2017-01-02 07:00:00,118501.0,118549.0,118252.0,118453.0,0
2017-01-02 08:00:00,118453.0,118582.0,118304.0,118440.0,0
2017-01-02 09:00:00,118440.0,119036.0,118419.0,118692.0,0
2017-01-02 10:00:00,118692.0,119082.0,118699.0,118983.0,0
2017-01-02 11:00:00,118983.0,120102.0,118946.0,120102.0,0
2017-01-02 12:00:00,120102.0,120269.0,119870.0,120169.0,0
2017-01-02 13:00:00,120169.0,120337.0,117329.0,119498.0,0
2017-01-02 14:00:00,119498.0,120129.0,119216.0,119995.0,0
2017-01-02 15:00:00,119995.0,120600.0,120005.0,120579.0,0
2017-01-02 16:00:00,120579.0,121808.79,120440.0,121240.75,0
2017-01-02 17:00:00,121240.75,121246.24,117204.0,119422.0,0
2017-01-02 18:00:00,119422.0,120674.0,118000.0,118164.0,0
2017-01-02 19:00:00,118164.0,119984.0,116364.0,118233.0,0
2017-01-02 20:00:00,118233.0,119906.0,117434.0,119712.73,0
2017-01-02 21:00:00,119712.73,120092.0,119261.0,119885.57,0
