Date,Open,High,Low,Close,Volume
2014-01-02,67.02266839101937,67.19102955745778,66.40550338071998,66.8082897835621,10601336
2014-01-03,66.35165227638606,66.5191192618832,65.22250747726298,65.50529122395362,17021155
2014-01-06,65.60169308944297,66.04482964147762,65.10420788691727,65.74220005297335,14257219
2014-01-07,66.15429459561157,66.5981675319508,66.05060460968288,66.33447212552265,13476694
2014-01-08,67.57526989718795,67.70484331289717,66.95756813566659,67.44004666094804,26505448
2014-01-09,67.61474143334286,67.90246398806616,67.07586772601228,67.36107705127479,22468146
2014-01-10,67.57526989718795,67.70484331289717,67.19416731635799,67.44004666094804,11353646
2014-01-13,68.16734293951144,68.29770533840416,67.62793248095889,67.91386431898748,17675238
2014-01-14,67.29896914410365,67.54674677276198,66.99700133244849,67.28210744160155,10774698
2014-01-15,67.73315604180755,67.90246398806616,67.27303370992178,67.71644029480439,7966594
2014-01-16,67.96998525873694,68.13960879826895,67.70679887452269,67.99283392866072,11357793
2014-01-17,66.98319685486446,68.17913293330275,66.91813493888468,67.83489470931424,14477701
2014-01-20,67.73315604180755,68.10008466323517,67.47019969383129,67.67695548996777,11917644
2014-01-21,67.89104218642716,67.98151225813376,67.50963289061318,67.71644029480439,6474080
2014-01-22,67.81209911411736,68.06056052820135,67.62793248095889,67.91386431898748,11822421
2014-01-23,67.89104218642716,67.98151225813376,66.91813493888468,67.24262263676493,16897491
2014-01-24,67.10161146332916,67.23055369249158,66.52380297106568,66.68983536905225,18661657
2014-01-27,65.12803465558419,65.33339521086926,64.67044272231637,64.8735343465677,35328077
2014-01-28,64.85173390249989,64.93815386053126,64.35497714806117,64.6761103223846,18197779
2014-01-29,64.41754700479599,64.85910559046366,64.35497714806117,64.71559512722122,14223610
2014-01-30,63.707059354007804,64.06862288978769,63.56631321242316,63.88641422565218,15167500
2014-02-04,62.246612516276514,62.72480229863853,62.067851734710956,62.50444605637046,27202766
2014-02-05,62.48344173320592,62.68527816360473,61.949552144365256,62.109598008004255,22843534
2014-02-06,62.088726371656925,62.44813335340194,61.910118947583356,62.22805242251411,21833397
2014-02-07,62.79921402244511,63.04099537890892,62.383317308966156,62.62290047088032,21880952
2014-02-10,63.03604323937451,63.12004364897651,62.42275050574806,62.54393086120708,18100317
2014-02-11,62.40449866089612,63.08051951394272,62.343884112184256,62.93877890957329,18579742
2014-02-12,63.707059354007804,64.26624356495668,63.56631321242316,63.96538383532542,23042878
2014-02-13,64.73331929403518,64.81958145542986,64.03951157380597,64.24177746918176,17349305
2014-02-14,65.08856311942928,65.21482280576785,64.59157632875258,64.83404954173106,16175910
2014-02-17,65.36486387251358,65.49149175100443,65.10420788691727,65.30786719977053,11246831
2014-02-18,65.95693691483707,66.04482964147762,65.53797305151816,65.78168485780996,23824063
2014-02-19,66.50953842100567,67.1119812873902,66.32663698715618,67.00571380774521,28371559
2014-02-20,66.50953842100567,66.756264072086,65.61683944508198,65.90013927231983,20320750
2014-02-21,66.39112381254097,66.756264072086,66.16890420002858,66.65035056421563,17275279
2014-02-24,66.62795302947038,66.71673993705221,66.05060460968288,66.2160177110128,10549279
2014-02-25,64.8912054386548,65.05672626563265,64.35497714806117,64.4786862982015,31186233
2014-02-26,64.1017747155568,64.54291251019328,63.88177878667837,64.08383824983528,18937442
2014-02-27,63.983360107092096,65.13577453570025,63.88177878667837,64.63662551754797,19688061
2014-02-28,64.85173390249989,65.17529867073405,64.51270993518877,64.95250395624093,10805808
2014-03-03,64.2596608601764,64.58243664522708,63.88177878667837,63.96538383532542,13018100
2014-03-04,63.82547396247249,64.66148491529466,63.56631321242316,64.36023188369163,11205289
2014-03-05,64.49649007710579,64.58243664522708,64.00007837702407,64.24177746918176,6101438
2014-03-06,64.06230317940191,64.62196078026086,63.92121198346027,64.36023188369163,8641868
2014-03-07,64.2596608601764,64.38481597005809,63.92121198346027,64.20229266434514,15463693
2014-03-10,63.391287064768605,63.7524298095173,63.32971403173176,63.491566177285975,14066432
2014-03-11,63.19392938399411,63.55480913434831,62.974815260694655,63.491566177285975,14679580
2014-03-12,63.29105620357974,63.49396884280807,62.79581536187865,63.15439279364852,23429817
2014-03-13,62.64769095627525,62.97055629052114,62.554756569702526,62.71190978681405,25367725
2014-03-14,62.40642898853606,62.80950627443285,62.233344846801046,62.51078114734383,14675094
2014-03-17,62.28579800466647,62.447143738234196,61.91193312389955,62.30965250787361,9819053
2014-03-18,62.24558767670994,62.366618730190055,61.91193312389955,62.06829814050935,15943084
2014-03-19,61.92390505305769,62.16530621007969,61.67087433172343,61.786718045251035,18330466
2014-03-20,61.32075013370972,61.440581137682386,60.86734502446971,61.183332126840384,17686208
2014-03-21,61.07948816597054,61.7224186658369,61.02805088592046,61.505137949992736,13632219
2014-03-24,62.16516702079687,62.769243770410775,61.7914037278115,62.47055541944979,14164169
2014-03-25,62.56727030036218,62.89003128247699,62.3538742428891,62.59123260313191,10398893
2014-03-26,63.04979423584056,63.41344383476393,62.83599182724134,62.993489882072346,8353254
2014-03-27,62.72811161218831,63.21213131465357,62.67528596579059,62.95326415417831,9697012
2014-03-28,63.13021489175362,63.49396884280807,62.95652122332939,63.27506997733066,9685893
2014-03-31,63.53231817131893,63.614756354874295,62.99669768869209,63.194618521542566,6314988
2014-04-01,63.04979423584056,63.57449385085222,62.95652122332939,63.27506997733066,8560410
2014-04-02,63.53231817131893,63.936856387050874,63.438638807681635,63.67732725627109,11417869
2014-04-03,63.77358013905811,64.05764389911708,63.438638807681635,63.55665007258896,10329593
2014-04-04,63.13021489175362,63.856331379006726,63.077050619417456,63.637101528377045,8604964
2014-04-07,63.33126653153627,63.614756354874295,62.75563889651596,63.15439279364852,8051197
2014-04-08,62.92916325197096,63.453706338786,62.67528596579059,63.35552143311874,12186677
2014-04-09,63.41168718744933,64.21869391520538,63.2377564808682,63.99913307942344,17939255
2014-04-10,64.13547309066689,65.18499401173511,64.08146225348462,65.00477627677452,25973523
2014-04-11,65.14073128958016,65.7889315720662,64.52340337247415,65.04500200466858,27484295
2014-04-14,64.4169453863626,64.86289397955854,64.32252104566072,64.64274472572814,14517617
2014-04-15,64.49736604227567,64.6213189554261,64.1216387188473,64.2404874467877,10822882
2014-04-16,64.57778669818873,65.0642064996689,64.4028739763861,64.64274472572814,12170364
2014-04-17,64.81904866592791,64.9031564835806,64.24216811493535,64.522067542046,5534212
2014-04-22,64.73862801001485,65.10446900369097,64.48322690711147,64.80364763730431,5501885
2014-04-23,64.61799702614526,64.70184396347024,64.1216387188473,64.36116463046983,8572991
2014-04-24,64.13547309066689,64.54079394738196,63.92075639203386,64.28071317468175,5016633
2014-04-25,64.09526276271036,64.17843141118331,63.197580015505515,63.35552143311874,17274747
2014-04-28,63.13021489175362,63.453706338786,62.95652122332939,63.3152957052247,10200269
2014-04-29,63.45189751540587,64.25895641922745,63.157403550142824,64.03935880731748,12814452
2014-04-30,63.77358013905811,64.01738139509501,63.077050619417456,63.3152957052247,14643073
2014-05-02,63.612738827231986,63.856331379006726,63.39846234231895,63.596875800483,8886562
2014-05-05,63.4921078433624,63.936856387050874,62.67528596579059,62.95326415417831,11938170
2014-05-07,63.65294915518852,63.775806370962584,62.916344757966705,63.033715609966386,20361763
2014-05-08,62.88895292401443,63.41344383476393,62.47440363897716,62.95326415417831,10339660
2014-05-09,62.60748062831871,62.80950627443285,62.072638985350295,62.67168405892,7516050
2014-05-12,62.96937357992749,63.936856387050874,62.313697777526414,63.47619861680088,18185489
2014-05-13,63.85400079497118,63.97711889107295,63.2377564808682,63.67732725627109,9185638
2014-05-14,63.85400079497118,64.54079394738196,63.63952113449506,64.40139035836387,12839687
2014-05-15,64.17568341862342,64.9031564835806,64.08146225348462,64.80364763730431,12401584
2014-05-16,65.22115194549322,65.54735654793377,64.92516802610102,65.48748501150305,21714405
2014-05-19,65.98514817666731,66.19155661228693,65.567991471904,65.97019374623157,21392304
2014-05-20,66.02535850462384,66.55391914848558,65.92957966016817,66.33222529727797,18759845
2014-05-21,65.76411602492306,66.01050015795006,65.26679252872648,65.62839975888868,9774291
2014-05-22,65.60173549152819,66.33567503557543,65.388483254386,65.58778812537452,6802202
2014-05-23,65.56114035817947,65.72597214002786,65.14510180306695,65.46595322483202,7018733
2014-05-26,65.35816469143587,66.01050015795006,64.9017203517479,65.70962302591701,5863744
2014-05-27,65.68292575822562,66.25438131616909,65.63186470570507,66.07512772754447,9038163
